"KOFIA_FUND_CODE","KFR_GRADE","RLZ_RT12","FP_KRN_NAME","SALE_AMT_M1","FP_TP","SALE_AMT_M3","NAV_UPDOWN_PRICE","SALE_AMT_M6","LRG_TYPE_TP_NAME","SALE_FUND_YN","RLZ_RT60","FNGUIDE_GRADE","RLZ_RT6","RLZ_RT3","RLZ_RT1","INVST_RISK_GRADE_TP","STDDEVT_M6","DELEGATE_KOFIA_FUND_CODE","NAV","STDDEVT_M3","STDDEVT_M1","LRG_TYPE_CODE","ACCM_RT","FUND_BAL_QTY_M6","FP_CLASS_TP","FUND_BAL_QTY_M3","TOTAL_COUNT","FUND_BAL_QTY_M1","AMC_CODE","FIRST_SETUP_DATE","RECOMMEND_FUND_YN","SEQ","MNSTAR_GRADE","FP_CODE","NAV_STD_DATE","TYPE_NAME","FUND_BAL_QTY_M1_CHK","EVENT_FUND_YN","STD_DATE","SALE_COMMISSION_RATE","LRG_TYPE_NAME","INVTRST_DETAIL_NAME","INVTRST_DETAIL_CODE","NAV_UPDOWN_RATE","RLZ_RT36","STDDEVT_Y3","OP_SCALE_GRADE_NAME","STDDEVT_Y1","INDIRECT_INVST_CODE","TOTAL_FEE","OP_FIRST_SETUP_DATE","OP_NETVALUE","FUND_GRADE_STD_YYMM","AMC_ABRV_NAME","TYPE_CODE","ZEROIN_GRADE","OP_FUND_CODE","SALE_START_DATE","AFRCV_COMMISSION_RATE"
"K55302B62783",0,-22.34,"베어링 독일증권자투자신탁[UH] (주식-재간접형) S",-0.09,"10",-1.4,-6.51,-4.23,"해외","Y",NA,0,-19.9,-19.44,-7.61,"3",16.56,"K55302B62783",1016.21,16.61,17.17,"60",1.62,-0.77,"11",-0.36,1914,-0.02,"302","20150907",NA,581,0,"8127950","20181228","독일주식",-1699178,"N","20181228",0,"주식형",NA,"61",-0.64,0.58,14.62,"초소형급",15.11,"10",0.404,"20150907",21,"201812","베어링자산운용","60300",3,"K55302B62676","20150907",1.5
"K55302B62791",0,-22.34,"베어링 독일증권자투자신탁[UH] (주식-재간접형) S-P",-0.09,"10",-1.4,-5.31,-4.23,"해외","Y",NA,0,-19.9,-19.44,-7.61,"4",16.56,"K55302B62783",828.83,16.61,17.17,"60",1.62,-0.2,"12",-0.01,1914,-0.02,"302","20150907",NA,582,0,"8127959","20181228","독일주식",-1694008,"N","20181228",0,"주식형","연금","77",-0.64,0.58,14.62,"초소형급",15.11,"10",0.354,"20150907",21,"201812","베어링자산운용","60300",3,"K55302B62676","20150907",0
"KR5217AO8931",3,-12.7,"템플턴 유로피언증권자투자신탁 (주식) S",-1,"10",-3.1,0.68,-6.07,"해외","Y",2.64,4,-12.6,-14.03,-7.66,"2",15.78,"KR5217AH3121",856.91,19.04,22.05,"60",-11.35,-0.01,"11",0.01,1914,0,"217","20070605",NA,635,3,"1123250","20181228","유럽주식",284109,"N","20181228",0,"주식형",NA,"61",0.08,-4.05,16.4,"초소형급",13.7,"01",1.33,"20070605",35,"201812","프랭클린템플턴투자신탁운용","60020",3,"KR5217699291","20140418",1.5
"KR5225730047",0,-7.5,"미래에셋 인덱스로미국증권자투자신탁 (주식-재간접형) C-e",-1.35,"10",-0.29,55.06,14.62,"해외","Y",43.93,0,-8.81,-14.57,-7.66,"3",17.34,"KR5225730047",1221.19,22.18,30.87,"60",78.88,1.49,"10",0.01,1914,0.1,"301","20070829",NA,1634,2,"8114460","20181228","북미주식",9850917,"N","20181228",0,"주식형",NA,"61",4.72,22.63,12.82,"소형급",17.02,"10",0.38,"20070829",193,"201812","미래에셋자산운용","60030",1,"KR5225730021","20140418",0
"KR5104AS6564",5,-37.02,"하이 중국4차산업증권자투자신탁1호[주식] S",-0.32,"10",0.7,4.75,-3.1,"해외","Y",-11.98,5,-32.15,-18.67,-7.68,"2",28.35,"KR5104A16738",868.26,25.7,24.59,"60",-22.84,-0.11,"11",-0.31,1914,0.04,"104","20110401",NA,1098,5,"1106050","20181228","중국주식",4008676,"N","20181228",0,"주식형",NA,"61",0.55,-18.94,21.72,"초소형급",27.21,"01",1.01,"20110401",100,"201812","하이자산운용","60130",5,"KR5104A16688","20140602",1.5
"KR5223AP4444",3,-37.19,"KB 중국본토A주레버리지증권자투자신탁 (주식-파생재간접형) S",5.74,"10",28.79,-4.58,61.71,"해외","Y",37.05,0,-18.86,-19.83,-7.71,"1",38.87,"KR5223AF8926",849.11,33.31,32.69,"60",6.29,1.25,"11",0.17,1914,0.56,"223","20130311",NA,1039,0,"6101650","20181228","중국주식",55765671,"N","20181228",0,"주식형",NA,"61",-0.54,-21.35,30.19,"대형급",38.28,"07",1.025,"20130311",1048,"201812","KB자산운용","60130",5,"KR5223AF8892","20140418",0
"KR5223AQ1670",0,-9.31,"KB 연금미국S&P500인덱스증권자투자신탁 (주식-파생형) S-P",-1.03,"10",-21.79,62.32,-8.68,"해외","Y",37.02,0,-10.05,-15.53,-7.72,"4",17.55,"KR5223AL9827",1169.67,22.3,29.55,"60",43.88,-15.24,"12",-19.09,1914,0.15,"223","20131105",NA,20,3,"6101559","20181228","북미주식",15344693,"N","20181228",0,"주식형","연금","77",5.63,17.93,13.14,"초소형급",17.24,"01",0.673,"20131105",84,"201812","KB자산운용","60030",1,"KR5223AL8357","20140418",0
"K55101CA4295",0,NA,"한국투자 더블라인미국듀얼가치증권자투자신탁UH(주식-재간접파생형) 종류 S",-0.29,"10",1.42,-3.86,13.29,"해외","Y",NA,0,NA,-16.06,-7.72,"2",NA,"K55101CA4295",849.94,25.21,27.63,"60",-15.01,NA,"11",0,1914,0,"101","20180712",NA,1456,0,"8147550","20181228","북미주식",0,"N","20181228",0,"주식형",NA,"61",-0.45,NA,NA,"초소형급",NA,"10",0.638,"20180712",12,NA,"한국투자신탁운용","60030",0,"K55101CA4162","20180723",1.5
"K55101CA4303",0,NA,"한국투자 더블라인미국듀얼가치증권자투자신탁UH(주식-재간접파생형) 종류S-P",-0.29,"10",1.42,-3.95,13.29,"해외","Y",NA,0,NA,-16.06,-7.72,"3",NA,"K55101CA4295",869.13,25.21,27.63,"60",-15.01,NA,"12",0.02,1914,-0.1,"101","20180712",NA,1457,0,"8147559","20181228","북미주식",-9618812,"N","20181228",0,"주식형","연금","77",-0.45,NA,NA,"초소형급",NA,"10",0.528,"20180712",12,NA,"한국투자신탁운용","60030",0,"K55101CA4162","20180723",0
"KR5223AQ6687",2,-9.69,"KB 스타미국S&P500인덱스증권자투자신탁 [주식-파생형] S",-2.96,"10",-14.54,61.52,45.88,"해외","Y",35.18,3,-10.24,-15.62,-7.74,"3",17.57,"KR5223941000",1153.5,22.34,29.6,"60",168.1,-65.06,"11",-60.49,1914,-0.87,"223","20090602",NA,78,3,"6100750","20181228","북미주식",-86908174,"N","20181228",0,"주식형",NA,"61",5.63,16.81,13.15,"중형급",17.25,"01",0.7,"20090602",742,"201812","KB자산운용","60030",2,"KR5223940986","20140418",1.5
"K55223C30000",0,NA,"KB 다이나믹4차산업EMP증권자투자신탁(주식-재간접형)S",0.29,"10",1.01,24.78,4.59,"해외","Y",NA,0,-14.8,-17.43,-7.74,"2",20.92,"K55223C30000",853.01,25.38,31.97,"60",-14.7,0.14,"11",0.05,1914,0.02,"223","20180518",NA,1453,0,"8145650","20181228","정보기술섹터",1534078,"N","20181228",0,"주식형",NA,"61",2.99,NA,NA,"초소형급",NA,"10",1.005,"20180518",17,NA,"KB자산운용","60230",0,"K55223C29879","20180518",1.5
"K55223C30018",0,NA,"KB 다이나믹4차산업EMP증권자투자신탁(주식-재간접형)S-P",0.29,"10",1.01,24.8,4.59,"해외","Y",NA,0,-14.8,-17.43,-7.74,"3",20.92,"K55223C30000",853.74,25.38,31.97,"60",-14.7,0.11,"12",0.04,1914,0,"223","20180518",NA,1454,0,"8145659","20181228","정보기술섹터",240657,"N","20181228",0,"주식형","연금","77",2.99,NA,NA,"초소형급",NA,"10",0.91,"20180518",17,NA,"KB자산운용","60230",0,"K55223C29879","20180518",0
"KR5235AP3996",2,-12.48,"피델리티 월드Big4증권자투자신탁 (주식-재간접형) S",-15.31,"10",-80.04,-0.73,-222.28,"해외","Y",31.9,0,-13.09,-16.62,-7.8,"3",15.75,"KR5235690843",1114.57,18.58,24.63,"60",37.11,-2.04,"11",-1.73,1914,-0.51,"235","20070517",NA,138,2,"8105050","20181228","글로벌주식",-51280864,"N","20181228",0,"주식형",NA,"61",-0.07,12.85,12.95,"대형급",14.37,"10",0.415,"20070517",1218,"201812","피델리티자산운용","60010",2,"KR5235690835","20140418",1.5
"K55235B96213",2,-12.48,"피델리티 월드Big4증권자투자신탁 (주식-재간접형) S-PRS",-15.31,"10",-80.04,-0.73,-222.28,"해외","Y",31.9,0,-13.09,-16.62,-7.8,"4",15.75,"KR5235690843",1116.6,18.58,24.63,"60",37.11,0.24,"12",0.39,1914,0.17,"235","20070517",NA,139,2,"8105059","20181228","글로벌주식",17053483,"N","20181228",0,"주식형","연금","77",-0.07,12.85,12.95,"대형급",14.37,"10",0.345,"20070517",1218,"201812","피델리티자산운용","60010",2,"KR5235690835","20160104",0
"K55104BA3618",0,-15.84,"하이 일본고배당포커스증권자투자신탁H [주식] S",0.02,"10",-0.23,44.75,-0.37,"해외","Y",NA,0,-11.68,-14.73,-7.83,"2",17.84,"K55104BA3519",1178.52,20.07,27.19,"60",-9.04,-0.03,"11",0.01,1914,0,"104","20160201",NA,273,0,"1169850","20181228","일본주식",37808,"N","20181228",0,"주식형",NA,"61",3.95,NA,NA,"초소형급",16.64,"01",1.11,"20160201",58,"201812","하이자산운용","60120",2,"K55104BA3162","20160222",1.5
"K55232C70502",0,NA,"NH-Amundi Allset 글로벌 디스럽티브 증권자투자신탁(UH) [주식형] ClassS",0.18,"10",0.8,30.1,49.83,"해외","Y",NA,0,-16.68,-18.77,-7.85,"2",21,"K55232C70379",817,25.21,36.31,"60",-10.46,NA,"11",-0.04,1914,-0.05,"232","20180420",NA,1403,0,"1185850","20181228","정보기술섹터",-5041339,"N","20181228",0,"주식형",NA,"61",3.83,NA,NA,"초소형급",NA,"01",1.325,"20180420",137,NA,"NH-Amundi자산운용","60230",0,"K55232C70361","20180716",1.5
"K55232C70510",0,NA,"NH-Amundi Allset 글로벌 디스럽티브 증권자투자신탁(UH) [주식형] ClassS-P",0.18,"10",0.8,29.68,49.83,"해외","Y",NA,0,-16.68,-18.77,-7.85,"3",21,"K55232C70379",805.58,25.21,36.31,"60",-10.46,NA,"12",-0.03,1914,-0.02,"232","20180420",NA,1404,0,"1185859","20181228","정보기술섹터",-2365019,"N","20181228",0,"주식형","연금","77",3.83,NA,NA,"초소형급",NA,"01",1.23,"20180420",137,NA,"NH-Amundi자산운용","60230",0,"K55232C70361","20180716",0
"K55105B77440",0,-8.94,"삼성 미국인덱스증권자투자신탁H [주식] S",-154.63,"10",-152.32,54.72,-131.4,"해외","Y",NA,0,-9.93,-15.19,-7.88,"2",17.01,"KR5105AO2756",1204.36,21.67,30.58,"60",18.05,0.07,"11",0.06,1914,0.07,"105","20160307",NA,171,0,"1170550","20181228","북미주식",7116258,"N","20181228",0,"주식형",NA,"61",4.76,NA,NA,"소형급",16.69,"01",0.54,"20160307",107,"201812","삼성자산운용","60030",2,"KR5105AO2723","20160307",1.5
"K55105BU1104",0,-8.94,"삼성 미국인덱스증권자투자신탁H [주식]S-P",-154.63,"10",-152.32,43.95,-131.4,"해외","Y",NA,0,-9.93,-15.19,-7.88,"3",17.01,"KR5105AO2756",967.55,21.67,30.58,"60",18.05,0.93,"12",0.51,1914,0.13,"105","20160307",NA,172,0,"1170559","20181228","북미주식",13003010,"N","20181228",0,"주식형","연금","77",4.76,NA,NA,"소형급",16.69,"01",0.5,"20160307",107,"201812","삼성자산운용","60030",2,"KR5105AO2723","20170724",0
"K55104B22779",4,-35.34,"하이 차이나인프라-컨슈머증권자투자신탁1호 [주식] S",-0.35,"10",-0.56,4.27,-2.27,"해외","Y",-8.01,5,-32.11,-19.16,-7.91,"2",27.75,"KR5104736115",677.82,25.69,25.5,"60",-31.59,0.09,"11",0.04,1914,0.02,"104","20070912",NA,1540,0,"1164150","20181228","중국주식",1964355,"N","20181228",0,"주식형",NA,"61",0.63,-17.92,21.4,"초소형급",27.19,"01",1.285,"20070912",42,NA,"하이자산운용","60130",0,"KR5104736099","20150427",1.5
"KR5102A54345",1,-18.8,"하나UBS 인Best연금China증권자투자신탁 [주식]",0.28,"10",1.54,0.68,-1.44,"해외","Y",41.07,2,-19.88,-10.78,-7.93,"3",26.78,"KR5102A54345",1038.21,28.2,18.59,"60",78.37,0.11,"07",0.17,1914,0.16,"102","20120517",NA,1702,1,"1159290","20181228","중국주식",16421265,"N","20181228",0,"주식형","연금","77",0.07,18.22,20.51,"초소형급",25.87,"01",1.832,"20120517",31,"201812","하나UBS자산운용","60130",3,"KR5102A54345","20140915",0
"K55364BQ4357",0,-12.57,"에셋플러스 알파로보글로벌그로스성과보수증권자투자신탁1-2호(주식)종류S",0.07,"10",-4.62,19.09,1.32,"해외","Y",NA,0,-18.87,-18.11,-7.95,"2",17.16,"K55364BQ4357",848.12,20.04,23.13,"60",-15.19,0.5,"11",-4.7,1914,0.01,"364","20170703",NA,1462,0,"1178650","20181228","글로벌주식",885458,"N","20181228",0,"주식형",NA,"61",2.3,NA,NA,"초소형급",16.01,"01",0.33,"20170703",11,NA,"에셋플러스자산운용","60010",0,"K55364BQ4258","20170703",1.5
"KR5213AQ6127",3,-15.89,"한화 재팬코아증권투자신탁1호 (주식) S",-0.41,"10",-2.6,51.14,-7.08,"해외","Y",21.83,3,-13.38,-16.86,-7.97,"2",21.34,"KR5103654764",1106.59,24.61,28.56,"60",-18.34,-0.07,"11",0.02,1914,0,"213","20070221",NA,645,3,"1115450","20181228","일본주식",-37884,"N","20181228",0,"주식형",NA,"61",4.85,3.31,19.36,"초소형급",18.94,"01",1.24,"20070221",46,"201812","한화자산운용","60120",3,"KR5103654756","20140418",1.5
"KR5229AQ6285",1,-16.38,"이스트스프링 유러피언리더스증권자투자신탁 [주식-재간접] S",0.05,"10",0.24,-0.36,-6.4,"해외","Y",19.46,3,-14.8,-17.05,-7.99,"3",13.53,"KR5229653351",1103.95,15.5,17.48,"60",4.09,-0.01,"11",0,1914,0,"229","20070215",NA,1215,2,"1131150","20181228","유럽주식",414916,"N","20181228",0,"주식형",NA,"61",-0.03,3.08,12.57,"초소형급",12.16,"10",0.8175,"20070215",34,NA,"이스트스프링자산운용코리아","60020",0,"KR5229653344","20140418",1.5
"K55364BQ4159",0,-13.03,"에셋플러스 알파로보글로벌그로스증권자투자신탁1-1호(주식)종류S",-0.03,"10",-0.02,18.95,1.34,"해외","Y",NA,0,-19.1,-18.23,-7.99,"2",17.19,"K55364BQ4159",841.55,20.08,23.16,"60",-15.85,0.09,"11",-0.06,1914,-0.03,"364","20170703",NA,1467,0,"1178250","20181228","글로벌주식",-2999341,"N","20181228",0,"주식형",NA,"61",2.3,NA,NA,"초소형급",16.02,"01",0.83,"20170703",6,NA,"에셋플러스자산운용","60010",0,"K55364BQ3946","20170703",1.5
"K55364BQ4167",0,-13.03,"에셋플러스 알파로보글로벌그로스증권자투자신탁1-1호(주식)종류S-P",-0.03,"10",-0.02,18.97,1.34,"해외","Y",NA,0,-19.1,-18.23,-7.99,"3",17.19,"K55364BQ4159",842.29,20.08,23.16,"60",-15.85,0.27,"11",-0.02,1914,0.01,"364","20170703",NA,1468,0,"1178259","20181228","글로벌주식",719445,"N","20181228",0,"주식형","연금","77",2.3,NA,NA,"초소형급",16.02,"01",0.78,"20170703",6,NA,"에셋플러스자산운용","60010",0,"K55364BQ3946","20170703",0
"KR5102AR2335",1,-19.37,"하나UBS China증권자투자신탁1 [주식] S",-0.42,"10",-17.97,0.72,-104.24,"해외","Y",39.05,2,-20.28,-10.99,-8.06,"2",27.21,"KR5102996869",1053.65,28.59,18.85,"60",42.92,-0.22,"11",-0.32,1914,-0.09,"102","20070416",NA,395,1,"1149550","20181228","중국주식",-8775418,"N","20181228",0,"주식형",NA,"61",0.07,17.23,20.71,"중형급",26.25,"01",1.378,"20070416",441,"201812","하나UBS자산운용","60130",3,"KR5102676958","20140418",1.5
"K55105B83752",3,-13.52,"삼성 글로벌선진국증권자투자신탁H [주식] S",-24.02,"10",60.49,36.69,43.77,"해외","Y",NA,0,-12.86,-15.78,-8.06,"3",15.48,"K55105B83679",1113.68,19.23,23.67,"60",13.15,0.04,"11",0.05,1914,-0.05,"105","20151102",NA,181,0,"1173050","20181228","글로벌주식",-4812179,"N","20181228",0,"주식형",NA,"61",3.41,NA,NA,"대형급",14.89,"01",0.85,"20151102",2068,"201812","삼성자산운용","60010",2,"K55105B83380","20160328",1.5
"K55105BV0527",3,-13.52,"삼성 글로벌선진국증권자투자신탁H [주식] S-P",-24.02,"10",60.49,30.77,43.77,"해외","Y",NA,0,-12.86,-15.78,-8.06,"4",15.48,"K55105B83679",933.74,19.23,23.67,"60",13.15,0.3,"12",0.06,1914,0,"105","20151102",NA,182,0,"1173059","20181228","글로벌주식",-185561,"N","20181228",0,"주식형","연금","77",3.41,NA,NA,"대형급",14.89,"01",0.65,"20151102",2068,"201812","삼성자산운용","60010",2,"K55105B83380","20170807",0
"KR5105AR5269",4,-2.52,"삼성 미국코어주식증권자투자신탁UH[주식] S",7.06,"10",5.32,42.81,2.84,"해외","Y",30.8,3,-8.65,-12.53,-8.07,"3",16.27,"KR5105177277",1135.09,20.94,28.89,"60",78.03,0.21,"11",-0.51,1914,-0.1,"105","20100311",NA,98,4,"1133450","20181228","북미주식",-9580833,"N","20181228",0,"주식형",NA,"61",3.92,11.01,12.52,"초소형급",15.09,"01",1.31,"20100311",54,"201812","삼성자산운용","60030",2,"KR5105177269","20140418",1.5
"K55105C10829",4,-2.52,"삼성 미국코어주식증권자투자신탁UH[주식]S-P",7.06,"10",5.32,35.07,2.84,"해외","Y",30.8,3,-8.65,-12.53,-8.07,"4",16.27,"KR5105177277",929.82,20.94,28.89,"60",78.03,0.19,"12",0.02,1914,0.01,"105","20100311",NA,99,4,"1133459","20181228","북미주식",1161723,"N","20181228",0,"주식형","연금","77",3.92,11.01,12.52,"초소형급",15.09,"01",1.23,"20100311",54,"201812","삼성자산운용","60030",2,"KR5105177269","20171218",0
"K55203B56264",5,-13.37,"대신 글로벌고배당주증권자투자신탁제2호(UH) [주식] S",-0.12,"10",-0.9,36.27,-1.93,"해외","Y",NA,0,-13.61,-15.82,-8.07,"4",16.66,"K55203B56181",923.78,20.93,25.12,"60",-8.39,0.05,"11",-0.01,1914,-0.04,"203","20150803",NA,1371,4,"1167750","20181228","글로벌주식",-3780661,"N","20181228",0,"주식형",NA,"61",4.09,-6.08,11.27,"초소형급",15.51,"01",1.047,"20150803",13,NA,"대신자산운용","60010",0,"K55203B56157","20150810",1.5
"KR5101AP7162",0,-13.67,"한국투자 글로벌브랜드파워증권자투자신탁2호 (주식) S",-0.71,"10",-6.59,31.73,-35.58,"해외","Y",24.65,0,-13.39,-15.96,-8.07,"3",15.61,"KR5101630998",1160.39,16.95,21.53,"60",65.8,-0.02,"11",0.2,1914,-0.11,"101","20061215",NA,111,1,"1101250","20181228","글로벌주식",-11177942,"N","20181228",0,"주식형",NA,"61",2.81,12.42,13.13,"대형급",15.94,"01",1.214,"20061215",1077,"201812","한국투자신탁운용","60010",2,"KR5101631004","20140418",1.5
"KR5212AP2094",3,-22.1,"맥쿼리 차이나Bull1.5배증권자투자신탁 (주식-파생형) S",1.5,"10",1.28,-8.85,-0.68,"해외","Y",-15.05,3,-12.94,-14.9,-8.08,"1",29.81,"KR5212983260",799.23,30.25,25.12,"60",-35.91,1.03,"11",0.31,1914,0.19,"212","20110120",NA,952,0,"6104050","20181228","중국주식",19356468,"N","20181228",0,"주식형",NA,"61",-1.1,-3.17,32.75,"중형급",35.7,"07",0.97,"20110120",411,"201812","맥쿼리투자신탁운용","60130",4,"KR5212983245","20140418",0
"K55105B93595",4,-16.48,"삼성 아문디유럽중소형증권자투자신탁H [주식-재간접형] S",-0.44,"10",-2.18,-0.21,-18.51,"해외","Y",NA,0,-18.72,-17.81,-8.08,"2",16.12,"K55105B21885",1071.7,20.38,20.81,"60",-12.85,0.01,"11",0.01,1914,0,"105","20150428",NA,1435,5,"8128850","20181228","유럽주식",85998,"N","20181228",0,"주식형",NA,"61",-0.02,-11.05,16.27,"초소형급",14.64,"10",0.58,"20150428",20,NA,"삼성자산운용","60020",0,"K55105B21851","20151221",1.5
"K55105BW4536",4,-16.48,"삼성 아문디유럽중소형증권자투자신탁H [주식-재간접형]S-P",-0.44,"10",-2.18,-0.14,-18.51,"해외","Y",NA,0,-18.72,-17.81,-8.08,"3",16.12,"K55105B21885",837.79,20.38,20.81,"60",-12.85,0,"12",0,1914,0,"105","20150428",NA,1436,5,"8128859","20181228","유럽주식",0,"N","20181228",0,"주식형","연금","77",-0.02,-11.05,16.27,"초소형급",14.64,"10",0.48,"20150428",20,NA,"삼성자산운용","60020",0,"K55105B21851","20170911",0
"K55101B87950",0,-13.49,"한국투자연금글로벌브랜드파워증권자투자신탁(주식)S-P",0.65,"10",6.23,29.1,11.16,"해외","Y",NA,0,-13.63,-16.25,-8.15,"3",15.61,"K55101B87893",1077.85,17.01,21.66,"60",10.79,0.07,"12",0.05,1914,0.01,"101","20151208",NA,190,0,"1176359","20181228","글로벌주식",564925,"N","20181228",0,"주식형","연금","77",2.77,11.97,12.68,"초소형급",15.85,"01",0.935,"20151208",142,"201812","한국투자신탁운용","60010",2,"K55101B87885","20161107",0
"K55301C62494",0,NA,"미래에셋 글로벌4차산업EMP증권투자신탁(주식-재간접형)종류S",0.78,"10",1.53,32.9,8.3,"해외","Y",NA,0,-19.22,-20.05,-8.16,"3",21.39,"K55301C62494",810.16,25.96,31.04,"60",-18.98,0.01,"11",0.17,1914,0.06,"301","20180411",NA,1503,0,"8144050","20181228","정보기술섹터",6049570,"N","20181228",0,"주식형",NA,"61",4.23,NA,NA,"초소형급",NA,"10",0.8,"20180411",17,NA,"미래에셋자산운용","60230",0,"K55301C62551","20180411",1.5
"K55301C62528",0,NA,"미래에셋 글로벌4차산업EMP증권투자신탁(주식-재간접형)종류C-Pe",0.78,"10",1.53,32.86,8.3,"해외","Y",NA,0,-19.29,-20.08,-8.18,"3",21.39,"K55301C62528",809.32,25.96,31.05,"60",-19.07,0.23,"19",0.06,1914,0.04,"301","20180411",NA,1895,0,"8144096","20181228","정보기술섹터",4496011,"N","20181228",0,"주식형","연금","77",4.23,NA,NA,"초소형급",NA,"10",0.95,"20180411",17,NA,"미래에셋자산운용","60230",0,"K55301C62551","20180411",0
"K55105B77549",0,-10.84,"삼성 일본인덱스증권자투자신탁H [주식] S",-24.4,"10",-24,42.3,17.03,"해외","Y",NA,0,-9.68,-15.34,-8.21,"2",19.48,"KR5105AO2897",1219.12,22.97,26.57,"60",18.78,-0.01,"11",-0.04,1914,0.05,"105","20160307",NA,169,0,"1170950","20181228","일본주식",4895279,"N","20181228",0,"주식형",NA,"61",3.59,NA,NA,"소형급",18.82,"01",0.54,"20160307",135,"201812","삼성자산운용","60120",2,"KR5105AO2863","20160307",1.5
"K55105BW6754",0,-10.84,"삼성 일본인덱스증권자투자신탁H [주식] S-P",-24.4,"10",-24,34.81,17.03,"해외","Y",NA,0,-9.68,-15.34,-8.21,"3",19.48,"KR5105AO2897",1003.25,22.97,26.57,"60",18.78,0.16,"12",-0.01,1914,-0.12,"105","20160307",NA,170,0,"1170959","20181228","일본주식",-11603601,"N","20181228",0,"주식형","연금","77",3.59,NA,NA,"소형급",18.82,"01",0.5,"20160307",135,"201812","삼성자산운용","60120",2,"KR5105AO2863","20160307",0
"KR5213AQ1953",4,-3.8,"한화 연금저축글로벌헬스케어증권자투자신탁 (주식) S-P",3.82,"10",0.33,37.58,-23.11,"해외","Y",26.49,4,-8.66,-13.31,-8.28,"3",19.71,"KR5213AI2340",907.4,24.99,37.61,"60",37.98,0.18,"12",0.21,1914,0.26,"213","20130522",NA,402,2,"1115259","20181228","헬스케어섹터",25957062,"N","20181228",0,"주식형","연금","77",4.32,-5.87,17.5,"중형급",18.48,"01",0.982,"20130522",690,"201812","한화자산운용","60210",3,"KR5213AI2316","20140418",0
"KR5213AP7605",3,-3.76,"한화 글로벌헬스케어증권자투자신탁 (주식) S",2.69,"10",-23.46,35.72,-229.36,"해외","Y",27.21,4,-8.66,-13.31,-8.29,"2",19.74,"KR5103585497",860.55,25.03,37.69,"60",149.27,-11.92,"11",-4.59,1914,-0.91,"213","20060718",NA,301,2,"1115050","20181228","헬스케어섹터",-91465513,"N","20181228",0,"주식형",NA,"61",4.33,-5.79,17.52,"중형급",18.51,"01",1.2013,"20060718",974,"201812","한화자산운용","60210",3,"KR5103585489","20140418",1.5
"K55105BA7386",0,-5.07,"삼성 미국인덱스증권자투자신탁UH [주식] S",-4.33,"10",-2.54,47.45,10.74,"해외","Y",NA,0,-9.37,-14.53,-8.41,"2",17.07,"K55105BA7279",1146.73,21.88,30.93,"60",10.32,-0.13,"11",-0.96,1914,-0.35,"105","20160307",NA,193,0,"1176650","20181228","북미주식",-34627625,"N","20181228",0,"주식형",NA,"61",4.32,NA,NA,"초소형급",15.84,"01",0.54,"20160307",27,"201812","삼성자산운용","60030",2,"K55105BA6990","20160307",1.5
"K55105BU1138",0,-5.07,"삼성 미국인덱스증권자투자신탁UH [주식]S-P",-4.33,"10",-2.54,40.67,10.74,"해외","Y",NA,0,-9.37,-14.53,-8.41,"3",17.07,"K55105BA7279",982.85,21.88,30.93,"60",10.32,1.17,"12",-0.31,1914,-0.44,"105","20160307",NA,194,0,"1179459","20181228","북미주식",-44136559,"N","20181228",0,"주식형","연금","77",4.32,NA,NA,"초소형급",15.84,"01",0.5,"20160307",27,"201812","삼성자산운용","60030",2,"K55105BA6990","20170724",0
"K55229C25601",0,NA,"이스트스프링 글로벌스마트베타EMP증권자투자신탁(H)[주식-재간접형]클래스S",0.22,"10",0.55,30.36,3.95,"해외","Y",NA,0,-12.01,-15.23,-8.41,"2",15.08,"K55229C25601",864.25,19.12,24.79,"60",-13.58,0.08,"11",0.01,1914,-0.01,"229","20180223",NA,1438,0,"8142550","20181228","글로벌주식",-1123028,"N","20181228",0,"주식형",NA,"61",3.64,NA,NA,"초소형급",NA,"10",0.6925,"20180223",21,NA,"이스트스프링자산운용코리아","60010",0,"K55229C22459","20180305",1.5
"K55229C25619",0,NA,"이스트스프링 글로벌스마트베타EMP증권자투자신탁(H)[주식-재간접형]클래스S-P",0.22,"10",0.55,31,3.95,"해외","Y",NA,0,-12.01,-15.23,-8.41,"3",15.08,"K55229C25601",882.44,19.12,24.79,"60",-13.58,0.08,"12",0.02,1914,-0.01,"229","20180223",NA,1439,0,"8142559","20181228","글로벌주식",-1210146,"N","20181228",0,"주식형","연금","77",3.64,NA,NA,"초소형급",NA,"10",0.6425,"20180223",21,NA,"이스트스프링자산운용코리아","60010",0,"K55229C22459","20180305",0
"KR5105AR4692",3,-17.82,"삼성 노무라일본증권전환형자투자신탁제1호 [주식] S",-2.46,"10",-4.49,40.54,-8.98,"해외","Y",20.57,3,-11.8,-15.55,-8.44,"2",19.74,"KR5105656031",905.88,22.03,22.76,"60",-25.62,-0.07,"11",-0.03,1914,0,"105","20070226",NA,652,3,"1133550","20181228","일본주식",271524,"N","20181228",0,"주식형",NA,"61",4.68,1.69,19.46,"초소형급",18.73,"01",1.21,"20070226",71,"201812","삼성자산운용","60120",3,"KR5105656023","20140418",0
